,norm_form,True label,Predicted,Norm morph features,Transformed morph features
3,_соверен#,совереном,соверном,"NOUN,inan,masc sing,nomn","NOUN,inan,masc sing,ablt"
4,_прорезинился#,прорезинюсь,прорежинюсь,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr sing,1per,futr,indc"
5,_доковал#,докуём,докуем,"VERB,perf,tran masc,sing,past,indc","VERB,perf,tran sing,impr,incl"
6,_поюсь#,поился,поллся,"VERB,impf,intr sing,1per,pres,indc","VERB,impf,intr masc,sing,past,indc"
0,_транслирующе-компилирующий#,транслирующе-компилирующих,транслирующи-компилирующих,"ADJF masc,sing,nomn","ADJF anim,plur,accs"
1,_урок#,уроку,урку,"NOUN,inan,masc sing,nomn","NOUN,inan,masc sing,datv"
2,_зажелтелся#,зажелтеется,зажелтется,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr sing,3per,futr,indc"
3,_другой#,другими,друмими,"ADJF,Apro,Subx masc,sing,nomn","ADJF,Apro,Subx plur,ablt"
4,_спрофилированный#,спрофилированной,спрофилирован,"PRTF,perf,tran,past,pssv masc,sing,nomn","PRTF,perf,tran,past,pssv femn,sing,loct"
5,_круглильно-кашировально-оклеечный#,круглильно-кашировально-оклеечных,круглильно-кашировально-окленыых,"ADJF masc,sing,nomn","ADJF plur,loct"
6,_новокузнецкмебель#,новокузнецкмебели,новокузнецкмебель,"NOUN,inan,femn,Sgtm,Orgn sing,nomn","NOUN,inan,femn,Sgtm,Orgn sing,loct"
7,_упрочил#,упрочь,упрочи,"VERB,perf,tran masc,sing,past,indc","VERB,perf,tran sing,impr,excl"
8,_козловчанин#,козловчанах,козловчанаха,"NOUN,anim,masc sing,nomn","NOUN,anim,masc plur,loct"
0,_здоровёшенек#,здоровёшенько,здоровёшенеко,"ADJS masc,sing","ADJS neut,sing"
1,_бухнул#,бухнёт,бухнет,"VERB,perf,tran masc,sing,past,indc","VERB,perf,tran sing,3per,futr,indc"
2,_створённый#,створенное,створённое,"PRTF,perf,tran,past,pssv masc,sing,nomn,Infr","PRTF,perf,tran,past,pssv neut,sing,nomn"
3,_грины#,гринах,гриных,"NOUN,anim,ms-f,Pltm,Surn plur,nomn","NOUN,anim,ms-f,Pltm,Surn plur,loct"
4,_крошу#,крошила,кросила,"VERB,impf,tran sing,1per,pres,indc","VERB,impf,tran femn,sing,past,indc"
5,_махающийся#,машущееся,махающееся,"PRTF,impf,intr,pres,actv masc,sing,nomn","PRTF,impf,intr,pres,actv neut,sing,accs,Infr"
6,_яйцевее#,яйцевей,ййцевей,COMP,COMP V-ej
7,_раздухарился#,раздухаритесь,раздухарьтесь,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr plur,impr,excl"
8,_отёр#,отрите,отриите,"VERB,perf,tran masc,sing,past,indc","VERB,perf,tran plur,impr,excl"
9,_растолчённый#,растолчённый,растолёчнный,"PRTF,perf,tran,past,pssv masc,sing,nomn","PRTF,perf,tran,past,pssv inan,masc,sing,accs"
0,_держу#,держало,дерзило,"VERB,impf,tran sing,1per,pres,indc","VERB,impf,tran neut,sing,past,indc"
1,_копошусь#,копошился,копосился,"VERB,impf,intr sing,1per,pres,indc","VERB,impf,intr masc,sing,past,indc"
2,_гексаметилендиаминсебацинат#,гексаметилендиаминсебацинаты,гексаметилендиаминсебаци,"NOUN,inan,masc,Orgn sing,nomn","NOUN,inan,masc,Orgn plur,nomn"
3,_приселённый#,приселенный,приселённый,"PRTF,perf,tran,past,pssv masc,sing,nomn","PRTF,perf,tran,past,pssv masc,sing,nomn,Infr"
4,_культурно-общественный#,культурно-общественное,культурно-обесесвенное,"ADJF,Qual masc,sing,nomn","ADJF,Qual neut,sing,accs"
5,_раздавил#,раздавите,раздавьте,"VERB,perf,tran masc,sing,past,indc","VERB,perf,tran plur,impr,excl"
0,_бран#,брано,бранно,"ADJS,Qual masc,sing","ADJS,Qual neut,sing"
1,_простейшее#,простейшим,простейшеем,"NOUN,anim,neut sing,nomn","NOUN,anim,neut plur,datv"
2,_кривошей#,кривошее,кривошей,"ADJS,Qual masc,sing","ADJS,Qual neut,sing"
3,_палеомагнетизм#,палеомагнетизмов,палеомагнетизов,"NOUN,inan,masc sing,nomn","NOUN,inan,masc plur,gent"
4,_скомплектовал#,скомплектуете,скомплюттуете,"VERB,perf,tran masc,sing,past,indc","VERB,perf,tran plur,2per,futr,indc"
5,_лагерь#,лагерей,лагррей,"NOUN,inan,masc sing,nomn","NOUN,inan,masc plur,gent"
6,_перебулгаченный#,перебулгаченное,перебулгаченнное,"PRTF,perf,tran,past,pssv masc,sing,nomn","PRTF,perf,tran,past,pssv neut,sing,nomn"
7,_стал#,станем,сочтём,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr plur,1per,futr,indc"
8,_матёр#,матёра,матра,"ADJS,Qual masc,sing","ADJS,Qual femn,sing"
0,_отогнал#,отгоню,отгону,"VERB,perf,tran masc,sing,past,indc","VERB,perf,tran sing,1per,futr,indc"
1,_цыганёнок#,цыганят,цыганён,"NOUN,anim,masc sing,nomn","NOUN,anim,masc plur,accs"
2,_разучил#,разучи,разучь,"VERB,perf,tran masc,sing,past,indc","VERB,perf,tran sing,impr,excl"
3,_опростел#,опростеем,опростим,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr plur,1per,futr,indc"
4,_золото#,золотом,золотоом,"NOUN,inan,neut,Sgtm sing,nomn","NOUN,inan,neut,Sgtm sing,ablt"
5,_рисуночек#,рисуночкам,рисункчкам,"NOUN,inan,masc sing,nomn","NOUN,inan,masc plur,datv"
6,_амралиевна#,амралиевнах,амральевнах,"NOUN,anim,femn,Patr sing,nomn","NOUN,anim,femn,Patr plur,loct"
7,_обезлесил#,обезлесю,обежлешу,"VERB,perf,tran masc,sing,past,indc","VERB,perf,tran sing,1per,futr,indc"
8,_изошедший#,исшедших,изошедших,"PRTF,perf,intr,past,actv masc,sing,nomn","PRTF,perf,intr,past,actv plur,gent,Infr"
9,_желчусь#,желтишься,желчишься,"VERB,impf,intr sing,1per,pres,indc","VERB,impf,intr sing,2per,pres,indc"
0,_прокоптел#,прокоптим,прокопчим,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr sing,impr,incl"
1,_самарасельхозводоснабжение#,самарасельхозводоснабжении,самарасельхозводоснабжени,"NOUN,inan,neut,Sgtm,Orgn sing,nomn","NOUN,inan,neut,Sgtm,Orgn sing,loct"
2,_порфириевич#,порфириевичам,порфирьевичам,"NOUN,anim,masc,Patr sing,nomn","NOUN,anim,masc,Patr plur,datv"
3,_равновесие#,равновесии,равновесие,"NOUN,inan,neut sing,nomn","NOUN,inan,neut sing,loct"
4,_самаранефтегеофизика#,самаранефтегеофизике,самаранефтегефомзика,"NOUN,inan,femn,Sgtm,Orgn sing,nomn","NOUN,inan,femn,Sgtm,Orgn sing,datv"
5,_жму#,жал,жмал,"VERB,impf,tran sing,1per,pres,indc","VERB,impf,tran masc,sing,past,indc"
6,_солдат#,солдат,солдатов,"NOUN,anim,masc sing,nomn","NOUN,anim,masc plur,accs"
7,_передаюсь#,передаётесь,передаетесь,"VERB,impf,intr sing,1per,pres,indc","VERB,impf,intr plur,2per,pres,indc"
0,_индивидуализирование#,индивидуализированье,индивидуализировае,"NOUN,inan,neut,Sgtm sing,nomn","NOUN,inan,neut,Sgtm sing,accs,V-be"
1,_противострептококковый#,противострептококковыми,противострептококовывы,"ADJF masc,sing,nomn","ADJF plur,ablt"
2,_аргиштиевич#,аргиштиевича,аргиштьевича,"NOUN,anim,masc,Patr sing,nomn","NOUN,anim,masc,Patr sing,gent"
3,_обшлёпался#,обшлёпайтесь,обшлепайтесь,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr plur,impr,excl"
4,_заурбиевна#,заурбиевен,заурбьевен,"NOUN,anim,femn,Patr sing,nomn","NOUN,anim,femn,Patr plur,gent"
5,_салазки#,салазок,салазков,"NOUN,inan,GNdr,Pltm plur,nomn","NOUN,inan,GNdr,Pltm plur,gent"
6,_гуайява#,гуайяве,гуайеве,"NOUN,inan,femn sing,nomn","NOUN,inan,femn sing,datv"
7,_приселённый#,приселенном,приселённом,"PRTF,perf,tran,past,pssv masc,sing,nomn","PRTF,perf,tran,past,pssv neut,sing,loct,Infr"
8,_электродиспергирование#,электродиспергирования,электродисперириования,"NOUN,inan,neut,Sgtm sing,nomn","NOUN,inan,neut,Sgtm sing,gent"
0,_силок#,силках,силоках,"NOUN,inan,masc sing,nomn","NOUN,inan,masc plur,loct"
1,_дед-мороз#,дедом-морозом,дед-морозом,"NOUN,anim,masc sing,nomn","NOUN,anim,masc sing,ablt"
2,_манхеттен#,манхэттене,манхеттене,"NOUN,inan,masc,Geox sing,nomn,Infr","NOUN,inan,masc,Geox sing,loct"
3,_перевалился#,перевалитесь,перевальтесь,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr plur,impr,excl"
4,_затворённый#,затворенной,затворённой,"PRTF,perf,tran,past,pssv masc,sing,nomn,Infr","PRTF,perf,tran,past,pssv femn,sing,gent"
5,_открахмаливаюсь#,открахмаливайтесь,откраммаливайтесь,"VERB,impf,intr sing,1per,pres,indc","VERB,impf,intr plur,impr,excl"
0,_телерадиопроизводство#,телерадиопроизводство,телерадиопроизводсвво,"NOUN,inan,neut,Sgtm sing,nomn","NOUN,inan,neut,Sgtm sing,accs"
1,_чёрно-пёстрый#,чёрно-пёстрой,чёрно-пёстрый,"ADJF masc,sing,nomn","ADJF femn,sing,ablt"
2,_спортинвентарь#,спортинвентарём,спортинвентарем,"NOUN,inan,masc sing,nomn","NOUN,inan,masc sing,ablt"
3,_скачу#,скачет,скачит,"VERB,impf,intr sing,1per,pres,indc","VERB,impf,intr sing,3per,pres,indc"
4,_агнец#,агнцев,агнецов,"NOUN,anim,masc sing,nomn","NOUN,anim,masc plur,gent"
5,_огосударствленный#,огосударствленное,огосударстввленное,"PRTF,perf,tran,past,pssv masc,sing,nomn","PRTF,perf,tran,past,pssv neut,sing,accs"
6,_градшток#,градштоках,градштках,"NOUN,inan,masc sing,nomn","NOUN,inan,masc plur,loct"
7,_30-й#,30-ому,ём-му,"ADJF,Abbr,Anum masc,sing,nomn","ADJF,Abbr,Anum neut,sing,datv"
0,_полсотни#,полусотни,полсотни,"NOUN,inan,neut sing,nomn","NOUN,inan,neut plur,accs"
1,_пролив#,пролья,проля,"GRND,perf,tran past","GRND,perf,tran past,Fimp"
2,_весь#,всей,весй,"ADJF,Subx,Apro masc,sing,nomn","ADJF,Subx,Apro femn,sing,ablt"
3,_переписал#,перепишешь,переписишь,"VERB,perf,tran masc,sing,past,indc","VERB,perf,tran sing,2per,futr,indc"
4,_пробрился#,пробреешься,пробришься,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr sing,2per,futr,indc"
5,_лешуконскремтехпредхимснаб#,лешуконскремтехпредхимснабы,лешуконскремтехпредхиснабы,"NOUN,inan,masc,Orgn sing,nomn","NOUN,inan,masc,Orgn plur,accs"
0,_мерю#,меряю,мере,"VERB,impf,tran sing,1per,pres,indc","VERB,impf,tran sing,1per,pres,indc,Infr"
1,_хвостец#,хвостце,хвостеце,"NOUN,inan,masc sing,nomn","NOUN,inan,masc sing,loct"
2,_сусло#,сусл,суслов,"NOUN,inan,neut sing,nomn","NOUN,inan,neut plur,gent,Infr"
3,_пекусь#,печётесь,пекётесь,"VERB,impf,intr sing,1per,pres,indc","VERB,impf,intr plur,2per,pres,indc"
4,_рисуночек#,рисуночках,рисункчках,"NOUN,inan,masc sing,nomn","NOUN,inan,masc plur,loct"
5,_миткаль#,миткалём,митколем,"NOUN,inan,masc sing,nomn","NOUN,inan,masc sing,ablt"
0,_поток#,потоку,потку,"NOUN,inan,masc sing,nomn","NOUN,inan,masc sing,datv"
1,_перепродаю#,перепродаёте,перепродаете,"VERB,impf,tran sing,1per,pres,indc","VERB,impf,tran plur,2per,pres,indc"
2,_поразъехался#,поразъедется,поразъехется,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr sing,3per,futr,indc"
3,_знаменный#,знамённом,знаменном,"ADJF,Qual masc,sing,nomn","ADJF,Qual neut,sing,loct"
4,_жук-скарабей#,жуком-скарабеем,жук-скарабеем,"NOUN,anim,masc sing,nomn","NOUN,anim,masc sing,ablt"
5,_перетыкаю#,перетыкаем,перетычем,"VERB,impf,tran sing,1per,pres,indc","VERB,impf,tran plur,1per,pres,indc"
6,_транслирующе-компилирующий#,транслирующе-компилирующая,транслирующе-юмомилирующая,"ADJF masc,sing,nomn","ADJF femn,sing,nomn"
7,_озерцо#,озёрца,озерца,"NOUN,inan,neut sing,nomn","NOUN,inan,neut plur,accs"
8,_перестановил#,перестановим,перестануем,"VERB,perf,tran masc,sing,past,indc","VERB,perf,tran plur,1per,futr,indc"
9,_безведрен#,безведренны,безведрены,"ADJS masc,sing",ADJS plur
10,_карий#,карих,кариих,"ADJF masc,sing,nomn","ADJF plur,gent"
11,_протрезвился#,протрезвлюсь,протрезвиюсь,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr sing,1per,futr,indc"
12,_завысил#,завышу,завысу,"VERB,perf,tran masc,sing,past,indc","VERB,perf,tran sing,1per,futr,indc"
13,_гажусь#,гадьтесь,гадитесь,"VERB,impf,intr sing,1per,pres,indc","VERB,impf,intr plur,impr,excl"
14,_подремал#,подремлите,подремлте,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr plur,impr,excl"
15,_стенлиевна#,стенлиевнами,стенльевнами,"NOUN,anim,femn,Patr sing,nomn","NOUN,anim,femn,Patr plur,ablt"
0,_присел#,присядут,присят,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr plur,3per,futr,indc"
1,_гордень#,горденем,горднем,"NOUN,inan,masc sing,nomn","NOUN,inan,masc sing,ablt"
2,_поднабрался#,поднаберётесь,поднабррётесь,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr plur,2per,futr,indc"
3,_перепал#,перепадут,перепают,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr plur,3per,futr,indc"
4,_деквалифицировался#,деквалифицируемся,деквалифицираемся,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr sing,impr,incl"
0,_учён#,учёно,учённо,"ADJS,Qual masc,sing","ADJS,Qual neut,sing"
1,_диверсифицировав#,диверсифицировавши,диверсирицировавши,"GRND,perf,tran past","GRND,perf,tran past,V-sh"
2,_фаддиевна#,фаддьевне,фаддиевне,"NOUN,anim,femn,Patr sing,nomn,V-ie","NOUN,anim,femn,Patr sing,loct"
3,_межполосье#,межполосий,межполосьй,"NOUN,inan,neut sing,nomn","NOUN,inan,neut plur,gent"
4,_чёркаю#,чёркаешь,черкаешь,"VERB,impf,tran sing,1per,pres,indc,Infr","VERB,impf,tran sing,2per,pres,indc,Infr"
0,_увечу#,увечила,уветила,"VERB,impf,tran sing,1per,pres,indc","VERB,impf,tran femn,sing,past,indc"
1,_сойка#,соек,сойк,"NOUN,anim,femn sing,nomn","NOUN,anim,femn plur,gent"
2,_говорюсь#,говоритесь,говорьтесь,"VERB,impf,intr sing,1per,pres,indc","VERB,impf,intr plur,impr,excl"
3,_первоклассен#,первоклассны,первоклассенны,"ADJS,Qual masc,sing","ADJS,Qual plur"
4,_стаю#,стают,стаят,"VERB,impf,intr sing,1per,pres,indc","VERB,impf,intr plur,3per,pres,indc"
5,_законотворчество#,законотворчеством,законотворчесввом,"NOUN,inan,neut,Sgtm sing,nomn","NOUN,inan,neut,Sgtm sing,ablt"
6,_лист#,листьям,листам,"NOUN,inan,masc sing,nomn","NOUN,inan,masc plur,datv"
0,_избежал#,избегут,избежут,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr plur,3per,futr,indc"
1,_противодействие#,противодействие,противодействее,"NOUN,inan,neut sing,nomn","NOUN,inan,neut sing,accs"
2,_зеркально-симметричный#,зеркально-симметричный,зеркально-симемтричный,"ADJF masc,sing,nomn","ADJF inan,masc,sing,accs"
3,_обделался#,обделаются,обделются,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr plur,3per,futr,indc"
4,_зайчонок#,зайчатами,зайчонками,"NOUN,anim,masc sing,nomn","NOUN,anim,masc plur,ablt"
5,_мерюсь#,меряешься,меёшься,"VERB,impf,intr sing,1per,pres,indc","VERB,impf,intr sing,2per,pres,indc,Infr"
6,_предохранённый#,предохранённые,предохраненные,"PRTF,perf,tran,past,pssv masc,sing,nomn","PRTF,perf,tran,past,pssv inan,plur,accs"
7,_мучаю#,мучь,мучай,"VERB,impf,tran sing,1per,pres,indc,Infr","VERB,impf,tran sing,impr,excl"
8,_тягощу#,тяготите,тягостите,"VERB,impf,tran sing,1per,pres,indc","VERB,impf,tran plur,impr,excl"
9,_чёркаемый#,черкаемым,чёркаемым,"PRTF,impf,tran,pres,pssv masc,sing,nomn,Infr","PRTF,impf,tran,pres,pssv masc,sing,ablt"
10,_прочувствованный#,прочувствованные,прочувствововные,"PRTF,perf,tran,past,pssv,Adjx masc,sing,nomn","PRTF,perf,tran,past,pssv,Adjx inan,plur,accs"
11,_нарёкся#,наречётся,нарекётся,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr sing,3per,futr,indc"
12,_ремиевна#,ремиевнами,ремьевнами,"NOUN,anim,femn,Patr sing,nomn","NOUN,anim,femn,Patr plur,ablt"
13,_18-й#,18-му,11-му,"ADJF,Abbr,Anum masc,sing,nomn","ADJF,Abbr,Anum masc,sing,datv"
14,_стружусь#,стружись,струзись,"VERB,impf,intr sing,1per,pres,indc","VERB,impf,intr sing,impr,excl"
15,_жвало#,жвалу,жвулу,"NOUN,inan,neut,Sgtm sing,nomn","NOUN,inan,neut,Sgtm sing,datv"
16,_багрянённый#,багряненной,багрянённой,"PRTF,impf,tran,past,pssv masc,sing,nomn,Infr","PRTF,impf,tran,past,pssv femn,sing,datv"
17,_раскрой#,раскроях,раскрыях,"NOUN,inan,masc sing,nomn","NOUN,inan,masc plur,loct"
0,_подвыпил#,подвыпьешь,подвыпишь,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr sing,2per,futr,indc"
1,_отобедал#,отобедай,отобеда,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr sing,impr,excl"
2,_махающий#,машущими,махающими,"PRTF,impf,intr,pres,actv masc,sing,nomn,Infr","PRTF,impf,intr,pres,actv plur,ablt"
3,_забрызгал#,забрызжу,забрызгаю,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr sing,1per,futr,indc"
4,_подтолок#,подтолки,подтолкии,"VERB,perf,tran masc,sing,past,indc","VERB,perf,tran sing,impr,excl"
5,_обалдел#,обалдеют,обалдят,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr plur,3per,futr,indc"
0,_ниспровергнувший#,ниспровергший,ниспровергувши,"PRTF,perf,tran,past,actv masc,sing,nomn","PRTF,perf,tran,past,actv inan,masc,sing,accs,Infr"
1,_сампурагросервис#,сампурагросервисам,сампурагросерисам,"NOUN,inan,masc,Orgn sing,nomn","NOUN,inan,masc,Orgn plur,datv"
2,_сушусь#,сушись,сушься,"VERB,impf,intr sing,1per,pres,indc","VERB,impf,intr sing,impr,excl"
3,_миспикель#,миспикелям,миспиелелм,"NOUN,inan,masc sing,nomn","NOUN,inan,masc plur,datv"
4,_комбайнерка#,комбайнёркам,комбайнеркам,"NOUN,anim,femn sing,nomn,Infr","NOUN,anim,femn plur,datv"
5,_транспортно-экспедиционный#,транспортно-экспедиционной,транспортно-экспедцицонной,"ADJF masc,sing,nomn","ADJF femn,sing,loct"
6,_энергожилиндустрпроект#,энергожилиндустрпроект,энергожилиндустрпройкт,"NOUN,inan,masc,Orgn sing,nomn","NOUN,inan,masc,Orgn sing,accs"
0,_воровской#,воровской,воровский,"ADJF masc,sing,nomn","ADJF inan,masc,sing,accs"
1,_пристигнувший#,пристигнувшем,пристигшем,"PRTF,perf,tran,past,actv masc,sing,nomn,Infr","PRTF,perf,tran,past,actv neut,sing,loct,Infr"
2,_авелиевич#,авелиевичами,авельевичами,"NOUN,anim,masc,Patr sing,nomn","NOUN,anim,masc,Patr plur,ablt"
3,_сбитый#,сбитому,сбитою,"PRTF,perf,tran,past,pssv,Adjx masc,sing,nomn","PRTF,perf,tran,past,pssv,Adjx masc,sing,datv"
4,_курсктурбоатомэнергоремонт#,курсктурбоатомэнергоремонт,курсктурбоатомэнергоремомт,"NOUN,inan,masc,Orgn sing,nomn","NOUN,inan,masc,Orgn sing,accs"
5,_залипнув#,залипши,залипнув,"GRND,perf,intr past","GRND,perf,intr past,V-sh"
6,_задраил#,задрай,задраю,"VERB,perf,tran masc,sing,past,indc","VERB,perf,tran sing,impr,excl"
7,_знаток#,знатоками,знатками,"NOUN,anim,masc sing,nomn","NOUN,anim,masc plur,ablt"
8,_мурчу#,мурчало,мурчило,"VERB,impf,intr sing,1per,pres,indc","VERB,impf,intr neut,sing,past,indc"
9,_клерикально-партикуляристский#,клерикально-партикуляристскому,клерикально-партикуляристкому,"ADJF masc,sing,nomn","ADJF neut,sing,datv"
10,_противостал#,противостанем,противустаем,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr plur,1per,futr,indc"
11,_весь#,всего,весе,"ADJF,Subx,Apro masc,sing,nomn","ADJF,Subx,Apro masc,sing,gent"
0,_красновато-синий#,красновато-синему,красновато-синиму,"ADJF masc,sing,nomn","ADJF neut,sing,datv"
1,_божий#,божие,боже,"ADJF masc,sing,nomn","ADJF neut,sing,accs,Litr"
2,_остальной#,остальном,остальмм,"ADJF,Subx,Apro masc,sing,nomn","ADJF,Subx,Apro neut,sing,loct"
3,_колошмачусь#,колошматься,колосматься,"VERB,impf,intr sing,1per,pres,indc","VERB,impf,intr sing,impr,excl"
4,_налетал#,налетают,налечут,"VERB,perf,tran masc,sing,past,indc","VERB,perf,tran plur,3per,futr,indc"
5,_микроминиатюризованный#,микроминиатюризованной,микроминиатюризовнной,"ADJF masc,sing,nomn","ADJF femn,sing,datv"
6,_солёненько#,солёненько,солённойко,"ADJS neut,sing","ADJS neut,sing"
7,_9-й#,9-му,1-ому,"ADJF,Abbr,Anum masc,sing,nomn","ADJF,Abbr,Anum neut,sing,datv"
8,_рассветёт#,рассвело,рассветёло,"VERB,perf,intr,Impe sing,futr,indc","VERB,perf,intr,Impe neut,sing,past,indc"
9,_убился#,убьёмтесь,убиёмтесь,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr plur,impr,incl"
10,_развился#,разовьёмся,развисёмся,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr sing,impr,incl"
11,_тамбовагроинформ#,тамбовагроинформы,тамбовагроифформы,"NOUN,inan,masc,Orgn sing,nomn","NOUN,inan,masc,Orgn plur,nomn"
0,_летаю#,летают,летат,"VERB,impf,intr sing,1per,pres,indc","VERB,impf,intr plur,3per,pres,indc"
1,_сыпаю#,сыпаем,сыпеем,"VERB,impf,intr sing,1per,pres,indc","VERB,impf,intr plur,1per,pres,indc"
2,_отрясясь#,отрясясь,отряся,"GRND,perf,intr past","GRND,perf,intr past"
3,_колок#,колка,колока,"NOUN,inan,masc sing,nomn","NOUN,inan,masc sing,gent"
4,_какой-нибудь#,каким-нибудь,каким-инбудь,"ADJF,Apro masc,sing,nomn","ADJF,Apro masc,sing,ablt"
5,_перепаял#,перепаяй,перепайй,"VERB,perf,tran masc,sing,past,indc","VERB,perf,tran sing,impr,excl"
6,_пою#,поила,полла,"VERB,impf,tran sing,1per,pres,indc","VERB,impf,tran femn,sing,past,indc"
7,_конь#,коней,конй,"NOUN,anim,masc sing,nomn","NOUN,anim,masc plur,accs"
8,_недоел#,недоешь,недоей,"VERB,perf,tran masc,sing,past,indc","VERB,perf,tran sing,impr,excl"
0,_полфляги#,полуфлягой,полфлуягом,"NOUN,inan,neut,Sgtm sing,nomn","NOUN,inan,neut,Sgtm sing,ablt"
1,_строённый#,строенной,строённой,"PRTF,perf,tran,past,pssv masc,sing,nomn,Infr","PRTF,perf,tran,past,pssv femn,sing,datv"
2,_дерзок#,дерзко,дерзоко,"ADJS,Qual masc,sing","ADJS,Qual neut,sing"
3,_псевдопараллельный#,псевдопараллельною,псевдопаралллельною,"ADJF masc,sing,nomn","ADJF femn,sing,ablt,V-oy"
4,_мвт#,мвт,ввт,"NOUN,inan,masc,Fixd,Abbr sing,nomn","NOUN,inan,masc,Fixd,Abbr plur,datv"
5,_любовь#,любовями,любвими,"NOUN,anim,femn,Name sing,nomn","NOUN,anim,femn,Name plur,ablt"
6,_генерал-губернатор#,генерал-губернаторе,генерал-губер,"NOUN,anim,masc sing,nomn","NOUN,anim,masc sing,loct"
7,_революционизированный#,революционизированные,революционизировавные,"PRTF,perf,tran,past,pssv masc,sing,nomn","PRTF,perf,tran,past,pssv plur,nomn"
8,_сжевал#,сжуйте,сжейте,"VERB,perf,tran masc,sing,past,indc","VERB,perf,tran plur,impr,excl"
9,_обозвал#,обзовут,обозву,"VERB,perf,tran masc,sing,past,indc","VERB,perf,tran plur,3per,futr,indc"
10,_обтряхнул#,обтряхнёшь,обтряхнешь,"VERB,perf,tran masc,sing,past,indc","VERB,perf,tran sing,2per,futr,indc"
11,_абдулбариевна#,абдулбарьевной,абдулбариевной,"NOUN,anim,femn,Patr sing,nomn,V-ie","NOUN,anim,femn,Patr sing,ablt"
0,_обрамлённый#,обрамленным,обрамлённым,"PRTF,perf,tran,past,pssv masc,sing,nomn","PRTF,perf,tran,past,pssv plur,datv,Infr"
1,_дергачиагропроммехмонтаж#,дергачиагропроммехмонтажей,дергачиагропроммехмононтжей,"NOUN,inan,masc,Orgn sing,nomn","NOUN,inan,masc,Orgn plur,gent"
2,_сверхглубок#,сверхглубока,сверхглубка,"ADJS masc,sing","ADJS femn,sing"
3,_рассупонился#,рассупоньтесь,рассупонитесь,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr plur,impr,excl"
4,_принизил#,принизь,принизи,"VERB,perf,tran masc,sing,past,indc","VERB,perf,tran sing,impr,excl"
5,_задразнённый#,задразненным,задразнённым,"PRTF,perf,tran,past,pssv masc,sing,nomn","PRTF,perf,tran,past,pssv masc,sing,ablt,Infr"
6,_анриевич#,анриевичем,анрьевичем,"NOUN,anim,masc,Patr sing,nomn","NOUN,anim,masc,Patr sing,ablt"
7,_застигнувший#,застигнувшем,застигнув,"PRTF,perf,tran,past,actv masc,sing,nomn,Infr","PRTF,perf,tran,past,actv masc,sing,loct,Infr"
0,_лясы#,ляс,лясов,"NOUN,inan,GNdr,Pltm plur,nomn","NOUN,inan,GNdr,Pltm plur,gent"
1,_чёркаемый#,черкаемому,чёркаемому,"PRTF,impf,tran,pres,pssv masc,sing,nomn,Infr","PRTF,impf,tran,pres,pssv neut,sing,datv"
2,_заряжённый#,заряженной,заряжённой,"PRTF,perf,tran,past,pssv masc,sing,nomn,Infr","PRTF,perf,tran,past,pssv femn,sing,loct"
3,_перекати-поле#,перекати-поля,перекати-поле,"NOUN,inan,neut,Sgtm sing,nomn","NOUN,inan,neut,Sgtm sing,gent"
4,_чёркаю#,черкало,чёркало,"VERB,impf,tran sing,1per,pres,indc,Infr","VERB,impf,tran neut,sing,past,indc"
5,_застиг#,застигнемте,застинёмте,"VERB,perf,tran masc,sing,past,indc","VERB,perf,tran plur,impr,incl"
6,_подразостлал#,подрасстелете,подерзостллете,"VERB,perf,tran masc,sing,past,indc","VERB,perf,tran plur,2per,futr,indc"
7,_термопреобразователь#,термопреобразователям,термопреобразовательям,"NOUN,inan,masc sing,nomn","NOUN,inan,masc plur,datv"
8,_щупл#,щуплы,щупы,"ADJS,Qual masc,sing","ADJS,Qual plur"
0,_натолок#,натолчёт,нателчёт,"VERB,perf,tran masc,sing,past,indc","VERB,perf,tran sing,3per,futr,indc"
