,norm_form,True label,Predicted,Norm morph features,Transformed morph features
0,_ворожу#,_ворожите,_вородите,"VERB,impf,intr sing,1per,pres,indc","VERB,impf,intr plur,2per,pres,indc"
1,_посол#,_послах,_посолах,"NOUN,anim,masc sing,nomn","NOUN,anim,masc plur,loct"
2,_электронно-пневматический#,_электронно-пневматический,_электронно-пневматческий,"ADJF masc,sing,nomn","ADJF inan,masc,sing,accs"
3,_алфиевна#,_алфьевны,_алфиевны,"NOUN,anim,femn,Patr sing,nomn,V-ie","NOUN,anim,femn,Patr sing,gent"
0,_оперативно-разведывательный#,_оперативно-разведывательными,_оперативно-разведватеватьми,"ADJF masc,sing,nomn","ADJF plur,ablt"
1,_адмиралтейств-коллегия#,_адмиралтейств-коллегии,_адмиралтействз-колегии,"NOUN,inan,femn sing,nomn","NOUN,inan,femn sing,datv"
2,_содрал#,_сдерёт,_содрёт,"VERB,perf,tran masc,sing,past,indc","VERB,perf,tran sing,3per,futr,indc"
0,_административно-бюджетный#,_административно-бюджетной,_административно-бождеждентой,"ADJF masc,sing,nomn","ADJF femn,sing,ablt"
1,_государственно-муниципальный#,_государственно-муниципальной,_государственно-муницициойной,"ADJF masc,sing,nomn","ADJF femn,sing,gent"
2,_физкультурно-оздоровительный#,_физкультурно-оздоровительный,_физкультурно-оздорвительный,"ADJF masc,sing,nomn","ADJF inan,masc,sing,accs"
3,_шопен#,_шопен,_шопе,"NOUN,anim,femn,Sgtm,Fixd,Surn sing,nomn","NOUN,anim,femn,Sgtm,Fixd,Surn sing,ablt"
4,_проискал#,_проищут,_проискают,"VERB,perf,tran masc,sing,past,indc","VERB,perf,tran plur,3per,futr,indc"
0,_отчуждённый#,_отчужённого,_отчуждённого,"PRTF,perf,tran,past,pssv,Adjx masc,sing,nomn","PRTF,perf,tran,past,pssv,Adjx neut,sing,gent"
1,_шопен#,_шопен,_шопе,"NOUN,anim,femn,Sgtm,Fixd,Surn sing,nomn","NOUN,anim,femn,Sgtm,Fixd,Surn sing,accs"
2,_берёстовый#,_берёстовая,_берестовая,"ADJF,Qual masc,sing,nomn","ADJF,Qual femn,sing,nomn"
3,_фототок#,_фототоки,_фототки,"NOUN,inan,masc sing,nomn","NOUN,inan,masc plur,nomn"
0,_сегвей#,_сигвей,_сегвей,"NOUN,inan,masc sing,nomn","NOUN,inan,masc sing,nomn,Infr"
1,_плача#,_плакав,_плачив,"GRND,impf,intr pres","GRND,impf,intr past"
2,_проискал#,_проищешь,_проискаешь,"VERB,perf,tran masc,sing,past,indc","VERB,perf,tran sing,2per,futr,indc"
3,_живец#,_живцов,_живцев,"NOUN,anim,masc sing,nomn","NOUN,anim,masc plur,accs"
4,_начинённый#,_начиненная,_начинённая,"PRTF,perf,tran,past,pssv masc,sing,nomn","PRTF,perf,tran,past,pssv femn,sing,nomn,Infr"
5,_алфиевич#,_алфьевичам,_алфиевичам,"NOUN,anim,masc,Patr sing,nomn,V-ie","NOUN,anim,masc,Patr plur,datv"
6,_закаблуки#,_закаблук,_закаблуков,"NOUN,anim,ms-f,Pltm,Surn plur,nomn","NOUN,anim,ms-f,Pltm,Surn plur,gent"
0,_рукобитье#,_рукобитий,_рукобитьй,"NOUN,inan,neut sing,nomn","NOUN,inan,neut plur,gent"
1,_гаджи#,_гадж,_гаджей,"NOUN,anim,ms-f,Pltm,Surn plur,nomn","NOUN,anim,ms-f,Pltm,Surn plur,accs"
2,_манежусь#,_манежится,_манедится,"VERB,impf,intr sing,1per,pres,indc","VERB,impf,intr sing,3per,pres,indc"
3,_красноярскагропромтехпроект#,_красноярскагропромтехпроекты,_красноярскагропромехпертекты,"NOUN,inan,masc,Orgn sing,nomn","NOUN,inan,masc,Orgn plur,accs"
4,_запоздал#,_запоздаемте,_запоздадимте,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr plur,impr,incl"
5,_сверблю#,_свербила,_свербела,"VERB,impf,intr sing,1per,pres,indc","VERB,impf,intr femn,sing,past,indc"
0,_павлодартрактор#,_павлодартракторах,_павлодартаркторах,"NOUN,inan,masc,Orgn sing,nomn","NOUN,inan,masc,Orgn plur,loct"
1,_сякой#,_сяким,_сяком,"ADJF,Apro masc,sing,nomn","ADJF,Apro plur,datv"
2,_красноленинскнефтеспецстрой#,_красноленинскнефтеспецстрою,_красноленинскнефтепсецстрою,"NOUN,inan,masc,Sgtm,Orgn sing,nomn","NOUN,inan,masc,Sgtm,Orgn sing,datv"
3,_заурбиевич#,_заурбиевичи,_заурбьевичи,"NOUN,anim,masc,Patr sing,nomn","NOUN,anim,masc,Patr plur,nomn"
0,_осетинка-дигорка#,_осетинки-дигорки,_осетинке-дигорки,"NOUN,anim,femn sing,nomn","NOUN,anim,femn sing,gent"
1,_перепал#,_перепаду,_перепаю,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr sing,1per,futr,indc"
2,_межуюсь#,_межевалось,_межавалось,"VERB,impf,intr sing,1per,pres,indc","VERB,impf,intr neut,sing,past,indc"
3,_щупальце#,_щупальцы,_щупальца,"NOUN,inan,neut sing,nomn","NOUN,inan,neut plur,nomn,Infr"
0,_культурно-просветительный#,_культурно-просветительного,_культурно-просветтельного,"ADJF masc,sing,nomn","ADJF neut,sing,gent"
1,_приотлёг#,_приотляжет,_приотлягте,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr sing,3per,futr,indc"
2,_обжал#,_обожнёт,_обожмёт,"VERB,perf,tran masc,sing,past,indc","VERB,perf,tran sing,3per,futr,indc"
3,_грины#,_гринов,_гриных,"NOUN,anim,ms-f,Pltm,Surn plur,nomn","NOUN,anim,ms-f,Pltm,Surn plur,accs"
4,_увечусь#,_увечимся,_уветимся,"VERB,impf,intr sing,1per,pres,indc","VERB,impf,intr plur,1per,pres,indc"
5,_начинённый#,_начиненной,_начинённой,"PRTF,perf,tran,past,pssv masc,sing,nomn","PRTF,perf,tran,past,pssv femn,sing,loct,Infr"
0,_подразостлал#,_подрасстелю,_подразостею,"VERB,perf,tran masc,sing,past,indc","VERB,perf,tran sing,1per,futr,indc"
1,_чёс#,_чёсе,_чесе,"NOUN,inan,masc sing,nomn","NOUN,inan,masc sing,loct"
2,_полибутадиеннитрилакриловый#,_полибутадиеннитрилакриловой,_полибутадиеннитрикракривой,"ADJF masc,sing,nomn","ADJF femn,sing,loct"
3,_обязуя#,_обязывая,_обязыва,"GRND,impf,tran pres,Infr","GRND,impf,tran pres"
0,_нерещусь#,_нерестился,_нерещился,"VERB,impf,intr sing,1per,pres,indc","VERB,impf,intr masc,sing,past,indc"
1,_государственно-монополистический#,_государственно-монополистическую,_государственно-монополипоечискию,"ADJF masc,sing,nomn","ADJF femn,sing,accs"
2,_таюсь#,_таитесь,_таётесь,"VERB,impf,intr sing,1per,pres,indc","VERB,impf,intr plur,2per,pres,indc"
3,_обессилен#,_обессиленна,_обессильна,"ADJS masc,sing","ADJS femn,sing"
0,_чей-нибудь#,_чьих-нибудь,_чьий-нибудь,"ADJF,Apro masc,sing,nomn","ADJF,Apro plur,loct"
1,_теплозвуковиброизоляционный#,_теплозвуковиброизоляционном,_теплозвуковиброзиоляционном,"ADJF masc,sing,nomn","ADJF masc,sing,loct"
2,_сырой#,_сырых,_сырох,"ADJF,Qual masc,sing,nomn","ADJF,Qual plur,loct"
3,_емва#,_емвой,_евмой,"NOUN,inan,femn,Sgtm,Geox sing,nomn","NOUN,inan,femn,Sgtm,Geox sing,ablt"
4,_неуверен#,_неуверенно,_неуверено,"ADJS masc,sing","ADJS neut,sing"
5,_иржиевна#,_иржиевны,_иржьевны,"NOUN,anim,femn,Patr sing,nomn","NOUN,anim,femn,Patr sing,gent"
6,_орущий#,_орущих,_орющих,"PRTF,impf,tran,pres,actv masc,sing,nomn","PRTF,impf,tran,pres,actv plur,gent"
7,_гариевна#,_гарьевна,_гариевна,"NOUN,anim,femn,Patr sing,nomn,V-ie","NOUN,anim,femn,Patr sing,nomn"
8,_далёк#,_далеко,_далько,"ADJS,Qual masc,sing","ADJS,Qual neut,sing"
0,_желтокорень#,_желтокорни,_желтокорени,"NOUN,inan,masc sing,nomn","NOUN,inan,masc plur,accs"
1,_бак#,_баком,_бак,"NOUN,inan,masc,Sgtm,Fixd,Abbr sing,nomn","NOUN,inan,masc,Sgtm,Fixd,Abbr sing,ablt,Infr"
2,_тополёв#,_тополевы,_тополёвы,"ADJS,Qual masc,sing,Infr","ADJS,Qual plur"
3,_понажал#,_понажмёт,_понажает,"VERB,perf,tran masc,sing,past,indc","VERB,perf,tran sing,3per,futr,indc"
0,_зерно#,_зёрна,_зерна,"NOUN,inan,neut sing,nomn","NOUN,inan,neut plur,accs"
1,_экспериментально-исследовательский#,_экспериментально-исследовательском,_экспериментально-исслесльсельсльсельсьл,"ADJF masc,sing,nomn","ADJF neut,sing,loct"
2,_едя#,_ев,_едив,"GRND,impf,tran pres","GRND,impf,tran past"
3,_свёкор#,_свёкрами,_свёкорами,"NOUN,anim,masc sing,nomn","NOUN,anim,masc plur,ablt"
4,_затрепетался#,_затрепещись,_затрепечись,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr sing,impr,excl"
5,_вытерся#,_вытремтесь,_вытрремтесь,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr plur,impr,incl"
6,_биополе#,_биополя,_биопола,"NOUN,inan,neut sing,nomn","NOUN,inan,neut plur,accs"
7,_штришок#,_штришков,_штришок,"NOUN,inan,masc sing,nomn","NOUN,inan,masc plur,gent"
8,_грегориевич#,_грегориевичам,_грегорьевичам,"NOUN,anim,masc,Patr sing,nomn","NOUN,anim,masc,Patr plur,datv"
0,_малакавичюсы#,_малакавичюсов,_малакавичюс,"NOUN,anim,ms-f,Pltm,Surn plur,nomn","NOUN,anim,ms-f,Pltm,Surn plur,gent"
1,_божий#,_божьей,_божей,"ADJF masc,sing,nomn","ADJF femn,sing,loct"
2,_какой-нибудь#,_какими-нибудь,_какио-нибудь,"ADJF,Apro masc,sing,nomn","ADJF,Apro plur,ablt"
0,_дед-мороз#,_дедами-морозами,_дед-морозами,"NOUN,anim,masc sing,nomn","NOUN,anim,masc plur,ablt"
0,_главмособлфинуправление#,_главмособлфинуправление,_главмособфлинуправление,"NOUN,inan,neut,Sgtm sing,nomn","NOUN,inan,neut,Sgtm sing,accs"
1,_подьячий#,_подьячего,_подьячья,"NOUN,anim,masc sing,nomn","NOUN,anim,masc sing,accs"
0,_кровоток#,_кровотоком,_кровотком,"NOUN,inan,masc sing,nomn","NOUN,inan,masc sing,ablt"
1,_зароптал#,_заропщет,_заропчет,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr sing,3per,futr,indc"
2,_административно-бюджетный#,_административно-бюджетном,_административно-бзждежденном,"ADJF masc,sing,nomn","ADJF masc,sing,loct"
3,_скачу#,_скачешь,_скачишь,"VERB,impf,intr sing,1per,pres,indc","VERB,impf,intr sing,2per,pres,indc"
4,_транспортно-бомбардировочный#,_транспортно-бомбардировочных,_транспортно-бомбаридричных,"ADJF masc,sing,nomn","ADJF plur,gent"
5,_9-й#,_9-ая,_4-я,"ADJF,Abbr,Anum masc,sing,nomn","ADJF,Abbr,Anum femn,sing,nomn"
6,_акиевна#,_акьевен,_акиевен,"NOUN,anim,femn,Patr sing,nomn,V-ie","NOUN,anim,femn,Patr plur,accs"
7,_кладу#,_ложите,_кладете,"VERB,impf,tran sing,1per,pres,indc","VERB,impf,tran plur,2per,pres,indc,Infr"
8,_сашка#,_сашек,_сашк,"NOUN,anim,masc,Name sing,nomn","NOUN,anim,masc,Name plur,gent"
0,_противострептококковый#,_противострептококковая,_противострептококовая,"ADJF masc,sing,nomn","ADJF femn,sing,nomn"
1,_тупой#,_тупые,_тупое,"ADJF,Qual masc,sing,nomn","ADJF,Qual inan,plur,accs"
2,_перелой#,_перелоями,_перелыями,"NOUN,inan,masc sing,nomn","NOUN,inan,masc plur,ablt"
3,_свёкор#,_свёкра,_свёкора,"NOUN,anim,masc sing,nomn","NOUN,anim,masc sing,accs"
0,_четыреста#,_четырьмястами,_четырестата,NUMR nomn,NUMR ablt
1,_юлиевна#,_юльевну,_юлиевну,"NOUN,anim,femn,Patr sing,nomn,V-ie","NOUN,anim,femn,Patr sing,accs"
2,_вызволил#,_вызволят,_вызоволют,"VERB,perf,tran masc,sing,past,indc","VERB,perf,tran plur,3per,futr,indc"
3,_ездок#,_ездоке,_ездке,"NOUN,anim,masc sing,nomn","NOUN,anim,masc sing,loct"
4,_ферросилиций#,_ферросилиции,_ферросилицеи,"NOUN,inan,masc sing,nomn","NOUN,inan,masc sing,loct"
0,_18-й#,_18-ым,_11-ым,"ADJF,Abbr,Anum masc,sing,nomn","ADJF,Abbr,Anum neut,sing,ablt"
1,_номинально-символический#,_номинально-символических,_номинально-символивечских,"ADJF masc,sing,nomn","ADJF plur,gent"
2,_новосибирсккиновидеосервис#,_новосибирсккиновидеосервиса,_новосибирскиноивоидесества,"NOUN,inan,masc,Orgn sing,nomn","NOUN,inan,masc,Orgn sing,gent"
3,_чеченец-аккинец#,_чеченце-аккинце,_чеченец-аккинце,"NOUN,anim,masc sing,nomn","NOUN,anim,masc sing,loct"
4,_храплю#,_храпели,_храпили,"VERB,impf,intr sing,1per,pres,indc","VERB,impf,intr plur,past,indc"
0,_разоблачился#,_разоблачитесь,_разоблачьтесь,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr plur,impr,excl"
1,_башу#,_басите,_башите,"VERB,impf,intr sing,1per,pres,indc","VERB,impf,intr plur,impr,excl"
2,_сегвей#,_сигвеи,_сегвеи,"NOUN,inan,masc sing,nomn","NOUN,inan,masc plur,accs,Infr"
3,_сон#,_сне,_соне,"NOUN,inan,masc sing,nomn","NOUN,inan,masc sing,loct"
4,_великанище#,_великанищу,_великанища,"NOUN,anim,masc sing,nomn","NOUN,anim,masc sing,accs,Infr"
5,_лажусь#,_ладьтесь,_ладитесь,"VERB,impf,intr sing,1per,pres,indc","VERB,impf,intr plur,impr,excl"
6,_умерен#,_умеренно,_умерно,"ADJS,Qual masc,sing","ADJS,Qual neut,sing"
7,_буернее#,_побуерней,_побуреней,"COMP,Qual","COMP,Qual Cmp2,V-ej"
0,_роюсь#,_ройтесь,_роитесь,"VERB,impf,intr sing,1per,pres,indc","VERB,impf,intr plur,impr,excl"
1,_ситец#,_ситцев,_ситцов,"NOUN,inan,masc sing,nomn","NOUN,inan,masc plur,gent"
2,_зов#,_зове,_зве,"NOUN,inan,masc sing,nomn","NOUN,inan,masc sing,loct"
0,_обрыскал#,_обрыщите,_обрыските,"VERB,perf,tran masc,sing,past,indc","VERB,perf,tran plur,impr,excl"
1,_дышалось#,_дышится,_дышается,"VERB,impf,intr,Impe neut,sing,past,indc","VERB,impf,intr,Impe sing,pres,indc"
2,_уток#,_утком,_утоком,"NOUN,inan,masc sing,nomn","NOUN,inan,masc sing,ablt"
3,_горбыль#,_горбылём,_горбылем,"NOUN,anim,masc sing,nomn","NOUN,anim,masc sing,ablt"
0,_начинённый#,_начиненный,_начинённый,"PRTF,perf,tran,past,pssv masc,sing,nomn","PRTF,perf,tran,past,pssv masc,sing,nomn,Infr"
1,_пою#,_поишь,_поёшь,"VERB,impf,tran sing,1per,pres,indc","VERB,impf,tran sing,2per,pres,indc"
2,_воронежагропромстройматериал#,_воронежагропромстройматериалу,_воронежагропромстроймалалал,"NOUN,inan,masc,Orgn sing,nomn","NOUN,inan,masc,Orgn sing,datv"
3,_пыхтя#,_пыхтевши,_пыхтивши,"GRND,impf,intr pres","GRND,impf,intr past,V-sh"
0,_фирая#,_фираю,_фирую,"NOUN,anim,femn,Name sing,nomn","NOUN,anim,femn,Name sing,accs"
1,_рунец#,_рунцов,_рунцев,"NOUN,anim,masc sing,nomn","NOUN,anim,masc plur,accs"
2,_передневал#,_переднюй,_передневай,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr sing,impr,excl"
3,_поканифолил#,_поканифолишь,_поканифольшь,"VERB,perf,tran masc,sing,past,indc","VERB,perf,tran sing,2per,futr,indc"
4,_раздухарился#,_раздухаритесь,_раздухарьтесь,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr plur,impr,excl"
5,_укротил#,_укрощу,_укрочу,"VERB,perf,tran masc,sing,past,indc","VERB,perf,tran sing,1per,futr,indc"
6,_абдулбариевна#,_абдулбарьевнах,_абдулбариевнах,"NOUN,anim,femn,Patr sing,nomn,V-ie","NOUN,anim,femn,Patr plur,loct"
7,_горошек#,_горошки,_горошеки,"NOUN,inan,masc sing,nomn","NOUN,inan,masc plur,accs"
8,_дятел#,_дятлы,_дятелы,"NOUN,anim,masc sing,nomn","NOUN,anim,masc plur,nomn"
0,_порфириевич#,_порфирьевича,_порфириевича,"NOUN,anim,masc,Patr sing,nomn,V-ie","NOUN,anim,masc,Patr sing,gent"
1,_окончательно-оформлен#,_окончательно-оформленен,_окончательно-оформелнен,"ADJS masc,sing","ADJS masc,sing,V-en"
2,_разоврался#,_разовруся,_разоврюся,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr sing,1per,futr,indc,Infr"
3,_электросталеплавильный#,_электросталеплавильная,_электросталеплавиванья,"ADJF masc,sing,nomn","ADJF femn,sing,nomn"
4,_амурсоя#,_амурсоей,_амурсой,"NOUN,inan,femn,Sgtm,Orgn sing,nomn","NOUN,inan,femn,Sgtm,Orgn sing,ablt"
0,_посол#,_посла,_посола,"NOUN,anim,masc sing,nomn","NOUN,anim,masc sing,gent"
0,_облокочённый#,_облокоченное,_облокочённое,"PRTF,perf,tran,past,pssv masc,sing,nomn,Infr","PRTF,perf,tran,past,pssv neut,sing,accs"
1,_вилиевна#,_вильевны,_вилиевны,"NOUN,anim,femn,Patr sing,nomn,V-ie","NOUN,anim,femn,Patr plur,nomn"
2,_колыхающийся#,_колышущемуся,_колыхающемуся,"PRTF,impf,intr,pres,actv masc,sing,nomn","PRTF,impf,intr,pres,actv neut,sing,datv,Infr"
3,_пляша#,_плясавши,_пляшавши,"GRND,impf,tran pres","GRND,impf,tran past,V-sh"
0,_тэджон#,_тэджна,_тэджона,"NOUN,inan,masc,Sgtm,Geox sing,nomn","NOUN,inan,masc,Sgtm,Geox sing,gent"
1,_перекрестно-стержневый#,_перекрестно-стержневых,_перекрестно-стержевных,"ADJF masc,sing,nomn","ADJF plur,loct"
2,_транспортно-бомбардировочный#,_транспортно-бомбардировочными,_транспортно-бомбаридричеными,"ADJF masc,sing,nomn","ADJF plur,ablt"
0,_окунёв#,_окуневы,_окунёвы,"ADJS,Qual masc,sing,Infr","ADJS,Qual plur"
1,_пристигнувший#,_пристигшее,_пристигнувшее,"PRTF,perf,tran,past,actv masc,sing,nomn,Infr","PRTF,perf,tran,past,actv neut,sing,accs"
0,_чей-нибудь#,_чьей-нибудь,_чьейн-ибудь,"ADJF,Apro masc,sing,nomn","ADJF,Apro femn,sing,gent"
1,_бернец#,_бернцев,_бернецов,"NOUN,anim,masc sing,nomn","NOUN,anim,masc plur,accs"
2,_овен#,_овнам,_овенам,"NOUN,anim,masc sing,nomn","NOUN,anim,masc plur,datv"
3,_сухие#,_сухими,_сухиями,"NOUN,anim,ms-f,Pltm,Surn plur,nomn","NOUN,anim,ms-f,Pltm,Surn plur,ablt"
4,_что#,_чо,_чё,PRCL,"PRCL Infr,Dist"
0,_махающий#,_махающих,_машающих,"PRTF,impf,intr,pres,actv masc,sing,nomn,Infr","PRTF,impf,intr,pres,actv anim,plur,accs,Infr"
1,_измерительно-разметочный#,_измерительно-разметочную,_измерительно-размечточную,"ADJF masc,sing,nomn","ADJF femn,sing,accs"
2,_шьюсь#,_шьёшь,_шьёшься,"VERB,impf,intr sing,1per,pres,indc","VERB,impf,intr sing,2per,pres,indc"
3,_дятел#,_дятлам,_дятелам,"NOUN,anim,masc sing,nomn","NOUN,anim,masc plur,datv"
0,_помучался#,_помучаюсь,_помучусь,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr sing,1per,futr,indc"
1,_павлодартрактор#,_павлодартракторы,_павлодартаркторы,"NOUN,inan,masc,Orgn sing,nomn","NOUN,inan,masc,Orgn plur,nomn"
2,_перемигнулся#,_перемигнёмся,_перемигнемся,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr sing,impr,incl"
3,_1-й#,_1-м,_ф-ом,"ADJF,Abbr,Anum masc,sing,nomn","ADJF,Abbr,Anum neut,sing,loct"
4,_стружу#,_стружишь,_струдишь,"VERB,impf,tran sing,1per,pres,indc","VERB,impf,tran sing,2per,pres,indc"
5,_скорожу#,_скороди,_скорожь,"VERB,impf,tran sing,1per,pres,indc","VERB,impf,tran sing,impr,excl"
0,_вкладочно-швейно-резальный#,_вкладочно-швейно-резальным,_вкладочно-швейно-разланьым,"ADJF masc,sing,nomn","ADJF masc,sing,ablt"
1,_клерикально-партикуляристский#,_клерикально-партикуляристскими,_клерикально-партикулятричскими,"ADJF masc,sing,nomn","ADJF plur,ablt"
2,_нижневартовскнефтепрогресс#,_нижневартовскнефтепрогрессу,_нижневартовскнефтепрогсу,"NOUN,inan,masc,Orgn sing,nomn","NOUN,inan,masc,Orgn sing,datv"
3,_фототок#,_фототоками,_фототками,"NOUN,inan,masc sing,nomn","NOUN,inan,masc plur,ablt"
4,_13-й#,_13-го,_11-ого,"ADJF,Abbr,Anum masc,sing,nomn","ADJF,Abbr,Anum masc,sing,gent"
0,_взялся#,_возьмитесь,_возмитесь,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr plur,impr,excl"
1,_повывел#,_повыведем,_повывеем,"VERB,perf,tran masc,sing,past,indc","VERB,perf,tran plur,1per,futr,indc"
2,_противострептококковый#,_противострептококковых,_противострептококовых,"ADJF masc,sing,nomn","ADJF plur,loct"
0,_дифенилоксидтетракарбоновый#,_дифенилоксидтетракарбоновой,_дифенилоксидтетрарабрабовой,"ADJF masc,sing,nomn","ADJF femn,sing,gent"
0,_селитрян#,_селитряна,_селитрянна,"ADJS,Qual masc,sing","ADJS,Qual femn,sing"
1,_изошедший#,_исшедшую,_изошедшую,"PRTF,perf,intr,past,actv masc,sing,nomn","PRTF,perf,intr,past,actv femn,sing,accs,Infr"
2,_хьо#,_хьо,_хе,"NOUN,anim,masc,Sgtm,Fixd,Name sing,nomn","NOUN,anim,masc,Sgtm,Fixd,Name sing,loct"
3,_пожал#,_пожмём,_пожнём,"VERB,perf,tran masc,sing,past,indc","VERB,perf,tran plur,1per,futr,indc"
4,_полубочонок#,_полубочонками,_полубочатами,"NOUN,inan,masc sing,nomn","NOUN,inan,masc plur,ablt"
0,_воздушно-сухой#,_воздушно-сухих,_воздушно-сухох,"ADJF masc,sing,nomn","ADJF anim,plur,accs"
1,_переглодал#,_переглодает,_перегложет,"VERB,perf,tran masc,sing,past,indc","VERB,perf,tran sing,3per,futr,indc"
2,_чертёнок#,_чертенятам,_чертятам,"NOUN,anim,masc sing,nomn","NOUN,anim,masc plur,datv"
3,_лёнька#,_лёнек,_льнек,"NOUN,anim,masc,Name sing,nomn","NOUN,anim,masc,Name plur,accs"
0,_акакиевич#,_акакьевичи,_акакиевичи,"NOUN,anim,masc,Patr sing,nomn,V-ie","NOUN,anim,masc,Patr plur,nomn"
1,_умокнув#,_умокши,_умокнувши,"GRND,perf,intr past","GRND,perf,intr past,V-sh"
2,_борюсь#,_боремся,_боримся,"VERB,impf,intr sing,1per,pres,indc","VERB,impf,intr plur,1per,pres,indc"
3,_матёр#,_матёры,_матры,"ADJS,Qual masc,sing","ADJS,Qual plur"
0,_рельефен#,_рельефны,_рельефенны,"ADJS,Qual masc,sing","ADJS,Qual plur"
1,_дошутился#,_дошутилось,_досутилось,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr neut,sing,past,indc"
2,_вкладочно-швейно-резальный#,_вкладочно-швейно-резальное,_вкладочно-швейно-разланье,"ADJF masc,sing,nomn","ADJF neut,sing,accs"
3,_строённый#,_строенному,_строённому,"PRTF,perf,tran,past,pssv masc,sing,nomn,Infr","PRTF,perf,tran,past,pssv neut,sing,datv"
4,_сухие#,_сухим,_сухиям,"NOUN,anim,ms-f,Pltm,Surn plur,nomn","NOUN,anim,ms-f,Pltm,Surn plur,datv"
5,_тигель#,_тиглем,_тигелем,"NOUN,inan,masc sing,nomn","NOUN,inan,masc sing,ablt"
6,_уток#,_утки,_утоки,"NOUN,inan,masc sing,nomn","NOUN,inan,masc plur,nomn"
7,_межень#,_межени,_межни,"NOUN,inan,femn sing,nomn","NOUN,inan,femn plur,nomn"
8,_бужумбурец#,_бужумбурцами,_бужмубмуйцами,"NOUN,anim,masc sing,nomn","NOUN,anim,masc plur,ablt"
0,_подьячий#,_подьячим,_подьячием,"NOUN,anim,masc sing,nomn","NOUN,anim,masc sing,ablt"
1,_адиевич#,_адиевиче,_адьевиче,"NOUN,anim,masc,Patr sing,nomn","NOUN,anim,masc,Patr sing,loct"
2,_материально-производственный#,_материально-производственным,_материально-произодсодтным,"ADJF masc,sing,nomn","ADJF neut,sing,ablt"
3,_теплённый#,_тепленном,_теплённом,"PRTF,impf,tran,past,pssv masc,sing,nomn","PRTF,impf,tran,past,pssv neut,sing,loct,Infr"
0,_передневал#,_переднюешь,_передневаешь,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr sing,2per,futr,indc"
1,_ветрен#,_ветрена,_ветренна,"ADJS,Qual masc,sing","ADJS,Qual femn,sing"
2,_лукава#,_лукавых,_лукавах,"NOUN,anim,femn sing,nomn","NOUN,anim,femn plur,loct"
3,_оберег#,_обереги,_оберега,"NOUN,inan,masc sing,nomn","NOUN,inan,masc plur,nomn"
4,_неписан#,_неписаны,_неписанны,"ADJS,Qual masc,sing","ADJS,Qual plur"
0,_18-й#,_18-го,_11-ого,"ADJF,Abbr,Anum masc,sing,nomn","ADJF,Abbr,Anum anim,masc,sing,accs"
1,_котёл#,_котлы,_котёлы,"NOUN,inan,masc sing,nomn","NOUN,inan,masc plur,accs"
2,_отвожу#,_отвозите,_отводите,"VERB,impf,tran sing,1per,pres,indc","VERB,impf,tran plur,2per,pres,indc"
3,_сервисэлектронполиграф#,_сервисэлектронполиграфа,_сервисэлектронполигафка,"NOUN,inan,masc,Orgn sing,nomn","NOUN,inan,masc,Orgn sing,gent"
4,_никотинамидадениндинуклеотид#,_никотинамидадениндинуклеотидам,_никотинамидаденининучидадидам,"NOUN,inan,masc sing,nomn","NOUN,inan,masc plur,datv"
5,_ультравысокотемпературный#,_ультравысокотемпературной,_ультравысокотемпертутрой,"ADJF masc,sing,nomn","ADJF femn,sing,ablt"
0,_закишел#,_закиши,_закишей,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr sing,impr,excl"
1,_ханой#,_ханоем,_ханыем,"NOUN,inan,masc,Sgtm,Geox sing,nomn","NOUN,inan,masc,Sgtm,Geox sing,ablt"
2,_иржиевна#,_иржиевен,_иржьевен,"NOUN,anim,femn,Patr sing,nomn","NOUN,anim,femn,Patr plur,gent"
3,_перильце#,_перилец,_перильцев,"NOUN,inan,neut sing,nomn","NOUN,inan,neut plur,gent"
4,_промурлыкался#,_промурлыкаетесь,_промурлычетесь,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr plur,2per,futr,indc"
5,_увечусь#,_увечилась,_уветилась,"VERB,impf,intr sing,1per,pres,indc","VERB,impf,intr femn,sing,past,indc"
0,_мёбиусы#,_мёбиусами,_мёбуисами,"NOUN,anim,ms-f,Pltm,Surn plur,nomn","NOUN,anim,ms-f,Pltm,Surn plur,ablt"
0,_откуп#,_откупа,_откупы,"NOUN,inan,masc sing,nomn","NOUN,inan,masc plur,accs"
1,_почил#,_почий,_почи,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr sing,impr,excl"
